Date,Q-P1,S-P2,Q-P2,Volume,Currency,TP,
13/01/2021,20741,20407,41148,6216208,VND,Bac Giang,
14/01/2021,20445,20185,40630,2968109,VND,Hai Phong,
15/01/2021,20741,20667,41408,11539121,VND,Nam Dinh,
18/01/2021,21852,21259,43111,5969023,VND,Thai Binh,
19/01/2021,21482,19852,41334,6632278,VND,Ninh Binh,
20/01/2021,20741,19259,40000,4936274,VND,Thanh Hoa,
21/01/2021,20741,20445,41186,4315949,VND,Sam Son,
22/01/2021,20963,20482,41445,3706424,VND,Nghe An,
25/01/2021,20519,20148,40667,2684069,VND,Vinh,
26/01/2021,20148,19259,39407,3661469,VND,Ha Tinh,
27/01/2021,19259,18445,37704,3833864,VND,Quang Binh,
28/01/2021,17296,17296,34592,6201898,VND,Dong Hoi,
29/01/2021,16296,16296,32592,5096788,VND,Quang Tri,
1/2/2021,18815,17741,36556,1862459,VND,Dong Ha,
2/2/2021,18037,17778,35815,2222234,VND,Hue,
3/2/2021,19111,18963,38074,2564189,VND,Quang Nam,
4/2/2021,19926,18889,38815,1510650,VND,Tam Ky,
5/2/2021,19407,19407,38814,1508760,VND,Hoi An,
8/2/2021,19778,18519,38297,2880764,VND,Quang Ngai,
9/2/2021,19556,19185,38741,2064959,VND,Quang Ngai,
17/02/2021,20000,19926,39926,2307554,VND,Binh Dinh,
18/02/2021,20593,20296,40889,1999484,VND,Quy Nhon,
19/02/2021,20519,20370,40889,2386799,VND,Phu Yen,
22/02/2021,20704,20556,41260,5384203,VND,Tuy Hoa,
23/02/2021,20778,20445,41223,4000724,VND,Khanh Hoa,
24/02/2021,20741,19852,40593,2578229,VND,Nha Trang,
25/02/2021,20370,20000,40370,2348324,VND,Cam Ranh,
26/02/2021,20000,19926,39926,1899179,VND,Dak Lak,
1/3/2021,20741,20593,41334,4958279,VND,Buon Ma Thuot,
2/3/2021,21111,20852,41963,23205006,VND,Dak Nong,
3/3/2021,22148,22000,44148,7950957,VND,Gia Lai,
4/3/2021,22074,21111,43185,5443333,VND,Pleiku,
5/3/2021,20889,20519,41408,8327337,VND,Kon Tum,
8/3/2021,21333,21037,42370,6343918,VND,Kon Tum,
9/3/2021,20889,20593,41482,4545584,VND,Gia Lai,
10/3/2021,21074,20741,41815,3466394,VND,An Giang,
11/3/2021,21296,21111,42407,6761878,VND,Long Xuyen,
12/3/2021,21222,21148,42370,7861722,VND,Can Tho,
15/03/2021,21259,21222,42481,6206218,VND,Rach Gia,
16/03/2021,21333,20889,42222,4065524,VND,Kien Giang,
17/03/2021,21037,20926,41963,4935599,VND,Ha Tien,
18/03/2021,21482,21259,42741,7805563,VND,Ca Mau,
19/03/2021,21482,21222,42704,9378447,VND,Ca Mau,
22/03/2021,21407,21259,42666,4686794,VND,Bac Lieu,
23/03/2021,21259,20741,42000,5910163,VND,Soc Trang,
24/03/2021,20593,19926,40519,9003282,VND,Soc Trang,
25/03/2021,20148,19815,39963,7048888,VND,Vinh Long,
26/03/2021,19815,19037,38852,6806428,VND,Vinh Long,
29/03/2021,20074,19889,39963,2922074,VND,Tra Vinh,
30/03/2021,20370,20296,40666,3526064,VND,Ben Tre,
31/03/2021,20593,20482,41075,2932469,VND,Ben Tre,
1/4/2021,20630,20556,41186,5575093,VND,Tien Giang,
2/4/2021,21111,20889,42000,4316354,VND,My Tho,
5/4/2021,21222,20926,42148,4682879,VND,Long An,
6/4/2021,21000,20741,41741,7692973,VND,Tan An,
7/4/2021,20852,20815,41667,139361,VND,Dong Nai,
8/4/2021,21482,21259,42741,5710768,VND,Bien Hoa,
9/4/2021,21445,21185,42630,3830084,VND,Binh Duong,
12/4/2021,21556,21333,42889,9997152,VND,Thu Dau Mot,
13/04/2021,21741,21704,43445,164344,VND,Di An,
14/04/2021,21815,21482,43297,5685388,VND,Tay Ninh,
15/04/2021,21963,21333,43296,8002662,VND,Tay Ninh,
16/04/2021,21037,20333,41370,123026,VND,Binh Phuoc,
19/04/2021,20741,20296,41037,5769223,VND,Dong Xoai,
20/04/2021,21074,20482,41556,6167473,VND,Phu Quoc,
22/04/2021,20593,20000,40593,6107398,VND,Vung Tau,
23/04/2021,20370,19852,40222,5365168,VND,Ba Ria - Vung Tau,
26/04/2021,20741,20074,40815,3329909,VND,Ho Chi Minh,
27/04/2021,20111,19926,40037,2650994,VND,Ha Long,
28/04/2021,20000,19926,39926,3245129,VND,Mong Cai,
29/04/2021,20333,20148,40481,8127132,VND,Cam Pha,
4/5/2021,19963,19926,39889,5683903,VND,Uong Bi,
5/5/2021,20889,20778,41667,7374778,VND,Bac Kan,
6/5/2021,21074,20815,41889,5039413,VND,Pho Yen,
7/5/2021,20667,20667,41334,181089,VND,Thai Nguyen,
10/5/2021,21556,21482,43038,192658,VND,Song Cong,
11/5/2021,23704,22963,46667,12771,VND,Bac Ninh,
12/5/2021,22815,22667,45482,103306,VND,Tu Son,
13/05/2021,23704,23333,47037,108971,VND,Hai Duong,
14/05/2021,23556,23333,46889,9819492,VND,Chi Linh,
17/05/2021,23778,23778,47556,9249927,VND,Hung Yen,
18/05/2021,24148,23407,47555,8947932,VND,Viet Tri,
19/05/2021,23778,23778,47556,8167362,VND,Phu Tho,
20/05/2021,24445,24333,48778,8469492,VND,Yen Bai,
21/05/2021,24445,24185,48630,8380257,VND,Lao Cai,
24/05/2021,24445,24148,48593,9989997,VND,Lai Chau,
25/05/2021,24889,24852,49741,8136852,VND,Son La,
26/05/2021,26037,26000,52037,10689971,VND,Dien Bien Phu,
27/05/2021,26519,25556,52075,10252031,VND,Hoa Binh,
28/05/2021,26000,25815,51815,8985597,VND,Ha Noi,
31/05/2021,26741,26741,53482,5190613,VND,Ha Giang,
1/6/2021,28593,27741,56334,8162907,VND,Cao Bang,
2/6/2021,27407,27111,54518,6829108,VND,Tuyen Quang,
3/6/2021,27741,27556,55297,7211833,VND,Lang Son,
4/6/2021,28148,27778,55926,6475138,VND,Quang Ninh,
7/6/2021,28148,27037,55185,6905383,VND,Bac Giang,
8/6/2021,27407,25630,53037,6890128,VND,Hai Phong,
9/6/2021,25926,25185,51111,7907622,VND,Nam Dinh,
10/6/2021,27037,26111,53148,4432994,VND,Thai Binh,
11/6/2021,26296,26111,52407,7601983,VND,Ninh Binh,
14/06/2021,27407,26519,53926,4440959,VND,Thanh Hoa,
15/06/2021,26889,26296,53185,4899824,VND,Sam Son,
16/06/2021,26296,25926,52222,8091627,VND,Nghe An,
17/06/2021,25926,25704,51630,5337358,VND,Vinh,
18/06/2021,26519,26259,52778,3688469,VND,Ha Tinh,
21/06/2021,26556,26074,52630,4973669,VND,Quang Binh,
22/06/2021,26111,26074,52185,4948019,VND,Dong Hoi,
23/06/2021,26593,26333,52926,3523229,VND,Quang Tri,
24/06/2021,26667,26259,52926,3879359,VND,Dong Ha,
25/06/2021,26407,26111,52518,3750434,VND,Hue,
28/06/2021,26889,26519,53408,14961370,VND,Quang Nam,
29/06/2021,28148,27333,55481,6597178,VND,Tam Ky,
30/06/2021,27556,27185,54741,3822929,VND,Hoi An,
1/7/2021,27259,26778,54037,7345888,VND,Quang Ngai,
2/7/2021,27852,27556,55408,6872983,VND,Quang Ngai,
5/7/2021,28185,28037,56222,11315696,VND,Binh Dinh,
6/7/2021,29111,27074,56185,10830236,VND,Quy Nhon,
7/7/2021,27333,26370,53703,7696888,VND,Phu Yen,
8/7/2021,27741,27556,55297,7795708,VND,Tuy Hoa,
9/7/2021,27704,26667,54371,6424648,VND,Khanh Hoa,
12/7/2021,27407,25519,52926,10198301,VND,Nha Trang,
13/07/2021,26296,25185,51481,4405049,VND,Cam Ranh,
14/07/2021,25704,24370,50074,7037143,VND,Dak Lak,
15/07/2021,24445,24148,48593,4417469,VND,Buon Ma Thuot,
16/07/2021,25407,25037,50444,2605904,VND,Dak Nong,
19/07/2021,24593,23370,47963,7023508,VND,Gia Lai,
20/07/2021,23556,23259,46815,10327496,VND,Pleiku,
21/07/2021,24593,24370,48963,7763713,VND,Kon Tum,
22/07/2021,24519,24222,48741,8342862,VND,Kon Tum,
23/07/2021,24667,24445,49112,8495817,VND,Gia Lai,
26/07/2021,24074,24037,48111,9562587,VND,An Giang,
27/07/2021,24741,24593,49334,12803261,VND,Long Xuyen,
28/07/2021,25111,25037,50148,7629388,VND,Can Tho,
29/07/2021,25445,25445,50890,10020911,VND,Rach Gia,
30/07/2021,25926,25704,51630,7371943,VND,Kien Giang,
2/8/2021,25704,25519,51223,8896902,VND,Ha Tien,
3/8/2021,25556,25259,50815,5293483,VND,Ca Mau,
4/8/2021,25704,25667,51371,12723746,VND,Ca Mau,
5/8/2021,26296,26000,52296,6587053,VND,Bac Lieu,
6/8/2021,26741,26259,53000,5220853,VND,Soc Trang,
9/8/2021,26148,25889,52037,4903469,VND,Soc Trang,
10/8/2021,26815,26222,53037,4608359,VND,Vinh Long,
11/8/2021,26815,26519,53334,18305588,VND,Vinh Long,
12/8/2021,27333,26963,54296,4193774,VND,Tra Vinh,
13/08/2021,26370,26370,52740,4692464,VND,Ben Tre,
16/08/2021,26963,26667,53630,9185802,VND,Ben Tre,
17/08/2021,28037,27407,55444,6505783,VND,Tien Giang,
18/08/2021,27630,27407,55037,3988034,VND,My Tho,
19/08/2021,27445,27000,54445,4324049,VND,Long An,
20/08/2021,27185,25333,52518,8697372,VND,Tan An,
23/08/2021,25630,25037,50667,6725158,VND,Dong Nai,
24/08/2021,25000,24889,49889,4214564,VND,Bien Hoa,
25/08/2021,25222,24889,50111,4135859,VND,Binh Duong,
26/08/2021,25926,25259,51185,4661009,VND,Thu Dau Mot,
27/08/2021,24926,24778,49704,3223124,VND,Di An,
30/08/2021,25407,25148,50555,2990114,VND,Tay Ninh,
31/08/2021,25704,25185,50889,2584574,VND,Tay Ninh,
1/9/2021,25185,25111,50296,3184514,VND,Binh Phuoc,
6/9/2021,25815,25445,51260,6544528,VND,Dong Xoai,
7/9/2021,25852,25778,51630,15282670,VND,Phu Quoc,
8/9/2021,27037,26667,53704,8738142,VND,Vung Tau,
9/9/2021,26741,26556,53297,16913200,VND,Ba Ria - Vung Tau,
10/9/2021,28148,27704,55852,10573331,VND,Ho Chi Minh,
13/09/2021,27778,27630,55408,9408552,VND,Thu Duc,
14/09/2021,27852,27815,55667,8271447,VND,Ha Long,
15/09/2021,27778,27407,55185,9387222,VND,Mong Cai,
16/09/2021,28519,28296,56815,7055233,VND,Cam Pha,
17/09/2021,28741,28593,57334,15977244,VND,Uong Bi,
20/09/2021,30370,29259,59629,12070481,VND,Bac Kan,
21/09/2021,29333,29259,58592,8930787,VND,Pho Yen,
22/09/2021,29852,29111,58963,5632198,VND,Thai Nguyen,
23/09/2021,29963,29333,59296,24261516,VND,Song Cong,
24/09/2021,30889,30593,61482,12303221,VND,Bac Ninh,
27/09/2021,30889,29630,60519,8347182,VND,Tu Son,
28/09/2021,29259,28963,58222,7344673,VND,Hai Duong,
29/09/2021,29852,29852,59704,10944446,VND,Chi Linh,
30/09/2021,30445,30445,60890,8542662,VND,Hung Yen,
1/10/2021,31000,30704,61704,20131192,VND,Viet Tri,
4/10/2021,31704,30741,62445,17863598,VND,Phu Tho,
5/10/2021,31333,30815,62148,12540281,VND,Yen Bai,
6/10/2021,31482,31037,62519,11344856,VND,Lao Cai,
7/10/2021,31445,30963,62408,6320023,VND,Lai Chau,
8/10/2021,31630,30963,62593,4229954,VND,Son La,
11/10/2021,31185,31148,62333,6698158,VND,Dien Bien Phu,
12/10/2021,32000,31630,63630,2522609,VND,Hoa Binh,
13/10/2021,31482,31333,62815,3116609,VND,Ha Noi,
14/10/2021,31259,31111,62370,4765364,VND,Ha Giang,
15/10/2021,31556,31519,63075,10991426,VND,Cao Bang,
18/10/2021,32445,32333,64778,7263943,VND,Tuyen Quang,
19/10/2021,32519,32074,64593,2372354,VND,Lang Son,
20/10/2021,32963,32296,65259,4655339,VND,Quang Ninh,
21/10/2021,32556,32370,64926,4750514,VND,Bac Giang,
22/10/2021,32407,31926,64333,3521339,VND,Hai Phong,
25/10/2021,32000,31111,63111,4909139,VND,Nam Dinh,
26/10/2021,31037,30889,61926,2848094,VND,Thai Binh,
27/10/2021,31815,31482,63297,2383559,VND,Ninh Binh,
28/10/2021,32222,32222,64444,7245043,VND,Thanh Hoa,
29/10/2021,32889,32556,65445,6528058,VND,Sam Son,
1/11/2021,33222,31778,65000,4281524,VND,Nghe An,
2/11/2021,32222,32148,64370,6431128,VND,Vinh,
3/11/2021,32445,32370,64815,6609733,VND,Ha Tinh,
4/11/2021,32741,32333,65074,2700944,VND,Quang Binh,
5/11/2021,32667,32000,64667,3890564,VND,Dong Hoi,
8/11/2021,32482,32370,64852,6152893,VND,Quang Tri,
9/11/2021,32593,32000,64593,3165884,VND,Dong Ha,
10/11/2021,32000,31889,63889,2523419,VND,Hue,
11/11/2021,32593,31704,64297,3262814,VND,Quang Nam,
12/11/2021,31926,31630,63556,1873934,VND,Tam Ky,
15/11/2021,32741,32222,64963,3382829,VND,Hoi An,
16/11/2021,32593,32370,64963,3420224,VND,Quang Ngai,
17/11/2021,32593,32000,64593,2122199,VND,Quang Ngai,
18/11/2021,31963,31815,63778,2978504,VND,Binh Dinh,
19/11/2021,31778,31741,63519,4260194,VND,Quy Nhon,
22/11/2021,32593,32222,64815,13823455,VND,Phu Yen,
23/11/2021,35185,34445,69630,10469786,VND,Tuy Hoa,
24/11/2021,36074,35333,71407,9857832,VND,Khanh Hoa,
25/11/2021,36667,35667,72334,5811343,VND,Nha Trang,
26/11/2021,36370,35185,71555,4480919,VND,Cam Ranh,
29/11/2021,34445,34445,68890,3253769,VND,Dak Lak,
30/11/2021,35482,32963,68445,8527272,VND,Buon Ma Thuot,
1/12/2021,33333,33185,66518,7398403,VND,Dak Nong,
2/12/2021,35593,35593,71186,7767898,VND,Gia Lai,
3/12/2021,36222,34815,71037,4892939,VND,Pleiku,
6/12/2021,34519,33333,67852,5817148,VND,Kon Tum,
7/12/2021,35111,34482,69593,3047894,VND,Kon Tum,
8/12/2021,35630,35630,71260,12401096,VND,Gia Lai,
9/12/2021,37852,37333,75185,3434939,VND,An Giang,
10/12/2021,37926,37630,75556,11043671,VND,Long Xuyen,
13/12/2021,38519,37037,75556,6321913,VND,Can Tho,
14/12/2021,37037,36667,73704,3158324,VND,Rach Gia,
15/12/2021,37482,36963,74445,6209593,VND,Kien Giang,
16/12/2021,39037,37926,76963,5421598,VND,Ha Tien,
17/12/2021,38074,37333,75407,5893828,VND,Ca Mau,
20/12/2021,39000,38700,77700,8238900,VND,Ca Mau,
21/12/2021,39500,38500,78000,3634600,VND,Bac Lieu,
22/12/2021,38500,37900,76400,5929700,VND,Soc Trang,
23/12/2021,38000,35700,73700,4598100,VND,Soc Trang,
24/12/2021,36600,36450,73050,7855000,VND,Vinh Long,
27/12/2021,39600,39200,78800,9038200,VND,Vinh Long,
28/12/2021,40500,40000,80500,8593600,VND,Tra Vinh,
29/12/2021,25926,25259,51185,5365300,VND,Ben Tre,
30/12/2021,24926,24778,49704,3226200,VND,Ben Tre,
31/12/2021,25407,25148,50555,3726100,VND,Tien Giang,
4/1/2022,25704,25185,50889,11034900,VND,My Tho,
5/1/2022,39900,39450,79350,3828100,VND,Long An,
6/1/2022,39550,39550,79100,5190400,VND,Tan An,
7/1/2022,41850,41000,82850,4150700,VND,Dong Nai,
10/1/2022,19556,19185,38741,4219100,VND,Bien Hoa,
11/1/2022,20000,19926,39926,4830300,VND,Binh Duong,
12/1/2022,20593,20296,40889,18620300,VND,Thu Dau Mot,
13/01/2022,20519,20370,40889,17622800,VND,Di An,
14/01/2022,20704,20556,41260,5566400,VND,Tay Ninh,
17/01/2022,20778,20445,41223,9068700,VND,Tay Ninh,
18/01/2022,39600,38750,78350,9953400,VND,Binh Phuoc,
19/01/2022,38600,38600,77200,6653400,VND,Dong Xoai,
20/01/2022,39300,39250,78550,7434600,VND,Phu Quoc,
21/01/2022,39650,39650,79300,8225000,VND,Vung Tau,
24/01/2022,40000,37200,77200,6820100,VND,Ba Ria - Vung Tau,
25/01/2022,37700,37700,75400,8957900,VND,Ho Chi Minh,
26/01/2022,40000,39200,79200,10946400,VND,Thu Duc,
27/01/2022,39400,39200,78600,7264800,VND,Ha Long,
28/01/2022,40150,40000,80150,15526500,VND,Mong Cai,
7/2/2022,42300,41300,83600,5806800,VND,Cam Pha,
8/2/2022,41850,41300,83150,5776900,VND,Uong Bi,
9/2/2022,41900,41400,83300,5316900,VND,Bac Kan,
10/2/2022,41800,40800,82600,3954300,VND,Pho Yen,
11/2/2022,41000,40800,81800,15984500,VND,Thai Nguyen,
14/02/2022,42000,40000,82000,7405700,VND,Song Cong,
15/02/2022,41000,40200,81200,3153900,VND,Bac Ninh,
16/02/2022,40950,40350,81300,2879600,VND,Tu Son,
17/02/2022,40400,40300,80700,3081100,VND,Hai Duong,
18/02/2022,40500,40500,81000,3759900,VND,Chi Linh,
21/02/2022,40500,40100,80600,3924200,VND,Hung Yen,
22/02/2022,40550,40400,80950,8309400,VND,Viet Tri,
23/02/2022,41500,41450,82950,16076300,VND,Phu Tho,
24/02/2022,42000,40300,82300,4957200,VND,Yen Bai,
25/02/2022,41700,41300,83000,10795200,VND,Lao Cai,
28/02/2022,41800,41000,82800,5548200,VND,Lai Chau,
1/3/2022,14410,13960,28370,11884800,VND,Son La,
2/3/2022,14149,13818,27967,8271600,VND,Dien Bien Phu,
3/3/2022,14670,14102,28772,4590700,VND,Hoa Binh,
4/3/2022,14244,14007,28251,5107000,VND,Ha Noi,
7/3/2022,14197,13724,27921,10005000,VND,Ha Giang,
8/3/2022,13960,13534,27494,5092700,VND,Cao Bang,
9/3/2022,14102,13629,27731,2653800,VND,Tuyen Quang,
10/3/2022,39800,38950,78750,2043100,VND,Lang Son,
11/3/2022,38700,38550,77250,2509400,VND,Quang Ninh,
14/03/2022,38500,38500,77000,2160600,VND,Bac Giang,
15/03/2022,39200,39100,78300,8713700,VND,Hai Phong,
16/03/2022,39950,39650,79600,2937800,VND,Nam Dinh,
17/03/2022,40050,39600,79650,3131300,VND,Thai Binh,
18/03/2022,39900,39450,79350,1622300,VND,Ninh Binh,
21/03/2022,39550,39550,79100,3849800,VND,Thanh Hoa,
22/03/2022,42200,41900,84100,6367200,VND,Sam Son,
23/03/2022,42450,41100,83550,4207000,VND,Nghe An,
24/03/2022,41600,41100,82700,2951000,VND,Vinh,
25/03/2022,41100,40500,81600,2187700,VND,Ha Tinh,
28/03/2022,40400,38500,78900,2993800,VND,Quang Binh,
29/03/2022,38800,38350,77150,4909800,VND,Dong Hoi,
30/03/2022,38850,38800,77650,5350100,VND,Quang Tri,
31/03/2022,10519,10428,20947,2433800,VND,Dong Ha,
1/4/2022,10610,10428,21038,11121000,VND,Hue,
4/4/2022,10519,10519,21038,6600400,VND,Quang Nam,
5/4/2022,11095,10792,21887,4682200,VND,Tam Ky,
6/4/2022,10974,10974,21948,6695600,VND,Hoi An,
7/4/2022,11216,11095,22311,8696600,VND,Quang Ngai,
8/4/2022,11064,10367,21431,3486300,VND,Quang Ngai,
1/6/2022,26889,26296,53185,13711,VND,Binh Dinh,
2/6/2022,26296,25926,52222,10517,VND,Quy Nhon,
3/6/2022,25926,25704,51630,2339,VND,Phu Yen,
4/6/2022,26519,26259,52778,12813,VND,Tuy Hoa,
5/6/2022,26556,26074,52630,3544,VND,Khanh Hoa,
6/6/2022,26111,26074,52185,12691,VND,Nha Trang,
7/6/2022,26593,26333,52926,9825,VND,Cam Ranh,
8/6/2022,26296,25926,52222,3330,VND,Dak Lak,
9/6/2022,25926,25704,51630,3950,VND,Buon Ma Thuot,
10/6/2022,26519,26259,52778,9141,VND,Dak Nong,
11/6/2022,13641,13520,27161,4499,VND,Gia Lai,
1/9/2022,13580,13338,26918,6880,VND,Pleiku,
2/9/2022,13580,13429,27009,2781,VND,Kon Tum,
3/9/2022,13580,13520,27100,12306,VND,Kon Tum,
4/9/2022,13762,13702,27464,12948,VND,Gia Lai,
5/9/2022,14187,13944,28131,13198,VND,An Giang,
6/9/2022,25926,25704,51630,7494,VND,Long Xuyen,
7/9/2022,26519,26259,52778,6068,VND,Can Tho,
8/9/2022,26519,26259,52778,2068,VND,Rach Gia,
9/9/2022,52535,42231,94766,7679,VND,Kien Giang,
10/9/2022,56508,53846,110354,1989,VND,Ha Tien,
11/9/2022,67163,65461,132624,4378,VND,Ca Mau,
12/9/2022,13777,12076,25853,6602,VND,Ca Mau,
1/1/2023,15522,15096,30618,5126,VND,Bac Lieu,
2/1/2023,15380,14339,29719,4834,VND,Soc Trang,
3/1/2023,14339,13582,27921,12135,VND,Soc Trang,
4/1/2023,14528,13960,28488,12649,VND,Vinh Long,
5/1/2023,14173,13889,28062,8606,VND,Vinh Long,
6/1/2023,14623,14055,28678,8592,VND,Tra Vinh,
7/1/2023,14102,13724,27826,2488,VND,Ben Tre,
8/1/2023,14410,13960,28370,7273,VND,Ben Tre,
9/1/2023,14149,13818,27967,18305588,VND,Tien Giang,
10/1/2023,14670,14102,28772,4193774,VND,My Tho,
11/1/2023,14244,14007,28251,4692464,VND,Long An,
12/1/2023,14197,13724,27921,9185802,VND,Tan An,
1/2/2023,13960,13534,27494,6505783,VND,Dong Nai,
2/2/2023,14102,13629,27731,3988034,VND,Bien Hoa,
3/2/2023,13960,13629,27589,4324049,VND,Binh Duong,
4/2/2023,14102,13818,27920,8697372,VND,Thu Dau Mot,
5/2/2023,14007,13865,27872,6725158,VND,Di An,
6/2/2023,13913,13795,27708,4214564,VND,Tay Ninh,
7/2/2023,14078,13936,28014,4135859,VND,Tay Ninh,
8/2/2023,25926,25259,51185,4661009,VND,Binh Phuoc,
9/2/2023,24926,24778,49704,3223124,VND,Dong Xoai,
10/2/2023,25407,25148,50555,2990114,VND,Phu Quoc,
11/2/2023,25704,25185,50889,2584574,VND,Vung Tau,
12/2/2023,39900,39450,79350,37640,VND,Ba Ria - Vung Tau,
1/2/2024,39550,39550,79100,39857,VND,Ho Chi Minh,
